observed_on_details.date,species_guess,public_positional_accuracy,quality_metrics,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
2022-04-24,Asian Lady Beetle,25.0,[],Harmonia axyridis,"[-0.0857340023, 51.3771324158]",True,4,1,"[51.3771324158, -0.0857340023]",Greater London,51.3771324158,-0.0857340023
2022-04-23,Asian Lady Beetle,,[],Harmonia axyridis,"[0.1314027778, 51.4886027778]",True,2,0,"[51.4886027778, 0.1314027778]","Belvedere, UK",51.4886027778,0.1314027778
2022-04-15,Harlekin-Marienkäfer,180.0,[],Harmonia axyridis,"[-0.0695278868, 51.5531704821]",False,3,0,"[51.5531704821, -0.0695278868]","Papatya, London E8 2EG, UK",51.5531704821,-0.0695278868
2022-04-23,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.594483, 54.979694]",False,4,1,"[54.979694, -1.594483]","Warwick Street-Stadium, Newcastle upon Tyne NE6 5BD, UK",54.979694,-1.594483
2022-04-23,Asian Lady Beetle,,[],Harmonia axyridis,"[-3.23, 50.7005555556]",True,2,0,"[50.7005555556, -3.23]","Sidmouth, UK",50.7005555556,-3.23
2022-04-23,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-1.9293874, 52.4488124]",False,2,0,"[52.4488124, -1.9293874]","Physics East Building, Birmingham B15 2TU, UK",52.4488124,-1.9293874
2022-04-23,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-3.0768249652, 53.2894539537]",True,2,0,"[53.2894539537, -3.0768249652]","Manorial Road S, Neston, England, GB",53.2894539537,-3.0768249652
2022-04-23,Asian Lady Beetle,35.0,[],Harmonia axyridis,"[-1.2841666937, 51.659324646]",True,4,1,"[51.659324646, -1.2841666937]",Abingdon,51.659324646,-1.2841666937
2022-04-23,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-1.4671383333, 55.0146638833]",True,1,0,"[55.0146638833, -1.4671383333]","Office Buildings, North Shields, England, GB",55.0146638833,-1.4671383333
2022-04-23,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.1859666278, 52.9480530556]",True,2,0,"[52.9480530556, -1.1859666278]","Lenton, Nottingham NG7 2HG, UK",52.9480530556,-1.1859666278
2022-04-23,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.3393741541, 51.5557723302]",True,2,0,"[51.5557723302, -0.3393741541]","Ealing, Greenford, England, GB",51.5557723302,-0.3393741541
2022-03-18,Harmonia axyridis,2.0,[],Harmonia axyridis,"[-2.9527415312, 53.384793052]",True,2,0,"[53.384793052, -2.9527415312]","Princes Park, Windermere Terrace, Liverpool, Merseyside, UK",53.384793052,-2.9527415312
2022-03-18,Harmonia axyridis,1.0,[],Harmonia axyridis,"[-2.9530499853, 53.3845181071]",True,2,0,"[53.3845181071, -2.9530499853]","Princes Park, Windermere Terrace, Liverpool, Merseyside, UK",53.3845181071,-2.9530499853
2022-04-22,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.323655, 51.4331866667]",True,2,0,"[51.4331866667, -0.323655]","Richmond upon Thames, Teddington, England, GB",51.4331866667,-0.323655
2022-04-22,Asian Lady Beetle,22.0,[],Harmonia axyridis,"[-2.0624913102, 53.3866311543]",False,2,0,"[53.3866311543, -2.0624913102]","Outram Close, Stockport, England, GB",53.3866311543,-2.0624913102
2022-04-22,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-3.022402561, 53.3529297548]",True,1,0,"[53.3529297548, -3.022402561]","Bebington, Wirral, UK",53.3529297548,-3.022402561
2022-04-21,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.5783512592, 51.4727554319]",True,2,0,"[51.4727554319, -2.5783512592]","Bristol BS7, UK",51.4727554319,-2.5783512592
2022-04-22,Harlekin-Marienkäfer,24.0,[],Harmonia axyridis,"[-2.8918216667, 53.4397383333]",True,2,0,"[53.4397383333, -2.8918216667]","Flint Dr, Liverpool, England, GB",53.4397383333,-2.8918216667
2022-04-22,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.2824152838, 53.5333431233]",True,4,1,"[53.5333431233, -2.2824152838]","Prestwich, Prestwich, Manchester M25 1BP, UK",53.5333431233,-2.2824152838
2022-04-22,Harlekin-Marienkäfer,337.0,[],Harmonia axyridis,"[-0.1651579738, 51.5100235479]",True,3,0,"[51.5100235479, -0.1651579738]","Hyde Park, London, England, GB",51.5100235479,-0.1651579738
2022-04-22,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5469546997, 52.7794145]",True,1,0,"[52.7794145, -1.5469546997]","Midway, Swadlincote DE11, UK",52.7794145,-1.5469546997
2022-04-22,Harlekin-Marienkäfer,47.0,[],Harmonia axyridis,"[-0.1632205167, 51.5128542692]",True,2,0,"[51.5128542692, -0.1632205167]","Hyde Park, London, England, GB",51.5128542692,-0.1632205167
2022-04-22,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.8585277721, 54.960350445]",True,3,0,"[54.960350445, -1.8585277721]","Cemetery, Prudhoe NE42 6HS, UK",54.960350445,-1.8585277721
2022-04-20,Asian Lady Beetle,23.0,[],Harmonia axyridis,"[-1.2097084012, 52.9590129799]",False,1,0,"[52.9590129799, -1.2097084012]","Nottingham, UK",52.9590129799,-1.2097084012
2022-04-21,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.3208866667, 51.4338633333]",True,3,0,"[51.4338633333, -0.3208866667]","Richmond upon Thames, Richmond, England, GB",51.4338633333,-0.3208866667
2022-04-21,Harmonia axyridis,1.0,[],Harmonia axyridis,"[-2.9264164005, 53.3854102557]",True,2,0,"[53.3854102557, -2.9264164005]","Greenbank Park, Greenbank Road, Mossley Hill, Liverpool, Merseyside, UK",53.3854102557,-2.9264164005
2022-04-21,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.3208866667, 51.4338633333]",True,2,0,"[51.4338633333, -0.3208866667]","Richmond upon Thames, Richmond, England, GB",51.4338633333,-0.3208866667
2022-04-21,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.1785233136, 51.4959707801]",True,3,0,"[51.4959707801, -0.1785233136]","South Kensington, London, UK",51.4959707801,-0.1785233136
2022-04-21,Asian Lady Beetle,67.0,[],Harmonia axyridis,"[-0.1249191079, 51.4973842187]",True,2,0,"[51.4973842187, -0.1249191079]","The Victoria Tower Gardens, London, England, GB",51.4973842187,-0.1249191079
2022-04-21,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.5135571944, 53.2327658111]",False,2,0,"[53.2327658111, -0.5135571944]","Lincoln, UK",53.2327658111,-0.5135571944
2022-04-21,Asian Lady Beetle,13.0,[],Harmonia axyridis,"[-1.2521883333, 51.7613533333]",False,1,0,"[51.7613533333, -1.2521883333]","Oxford University Parks, Oxford, England, GB",51.7613533333,-1.2521883333
2022-04-21,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-1.25222, 51.7613666667]",True,2,0,"[51.7613666667, -1.25222]","Oxford University Parks, Oxford, England, GB",51.7613666667,-1.25222
2022-04-21,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-1.97192, 52.4785383333]",False,1,0,"[52.4785383333, -1.97192]","Bearwood, Smethwick, UK",52.4785383333,-1.97192
2022-04-21,Harlekin-Marienkäfer,16.0,[],Harmonia axyridis,"[-2.5130251504, 51.0945335196]",True,1,0,"[51.0945335196, -2.5130251504]","Churchfields, Castle Cary BA7 7JQ, UK",51.0945335196,-2.5130251504
2022-04-21,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.5687472222, 54.54155]",False,4,1,"[54.54155, -1.5687472222]","Darlington DL3, UK",54.54155,-1.5687472222
2022-04-21,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5687972222, 54.5414583333]",False,1,0,"[54.5414583333, -1.5687972222]","Darlington DL3, UK",54.5414583333,-1.5687972222
2022-04-21,Asian Lady Beetle,20.0,[],Harmonia axyridis,"[-0.0424638333, 51.4467716667]",True,1,0,"[51.4467716667, -0.0424638333]","Brockley Rise, London, England, GB",51.4467716667,-0.0424638333
2022-04-21,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.0425, 51.4466133333]",False,1,0,"[51.4466133333, -0.0425]","Brockley Rise, London, England, GB",51.4466133333,-0.0425
2022-04-21,Asian Lady Beetle,11.0,[],Harmonia axyridis,"[-0.0423111667, 51.4470166667]",True,1,0,"[51.4470166667, -0.0423111667]","Brockley Rise, London, England, GB",51.4470166667,-0.0423111667
2022-04-17,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-1.148876287, 51.5732803315]",False,2,0,"[51.5732803315, -1.148876287]","Home Cholsey, Wallingford OX10, UK",51.5732803315,-1.148876287
2022-04-17,Harlekin-Marienkäfer,7.0,[],Harmonia axyridis,"[-1.148876287, 51.5732803315]",False,1,0,"[51.5732803315, -1.148876287]","Home Cholsey, Wallingford OX10, UK",51.5732803315,-1.148876287
2022-04-13,Asian Lady Beetle,79.0,[],Harmonia axyridis,"[1.2609748542, 51.8473483032]",False,1,0,"[51.8473483032, 1.2609748542]","Grove Avenue, Walton on the Naze CO14 8QY, UK",51.8473483032,1.2609748542
2022-04-20,Harlekin-Marienkäfer,31.0,[],Harmonia axyridis,"[-1.5779145848, 53.6571668617]",False,1,0,"[53.6571668617, -1.5779145848]","Horbury Bridge, Middlestown, Wakefield WF4, UK",53.6571668617,-1.5779145848
2022-04-20,Asian Lady Beetle,30.0,[],Harmonia axyridis,"[-0.0974020799, 51.6281327882]",False,1,0,"[51.6281327882, -0.0974020799]","Carpenter Gardens, London, England, GB",51.6281327882,-0.0974020799
2022-04-20,Harlekin-Marienkäfer,25813.0,[],Harmonia axyridis,"[-1.7250633225, 53.903996054]",True,3,0,"[53.903996054, -1.7250633225]","West Yorkshire, England, GB",53.903996054,-1.7250633225
2022-04-20,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-2.5699813366, 53.4156494141]",True,1,0,"[53.4156494141, -2.5699813366]",Warrington,53.4156494141,-2.5699813366
2022-04-20,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5693780556, 54.6269013889]",False,1,0,"[54.6269013889, -1.5693780556]","Newton Aycliffe, UK",54.6269013889,-1.5693780556
2022-04-20,Harlekin-Marienkäfer,60.0,[],Harmonia axyridis,"[-2.1280669, 52.534467]",False,2,0,"[52.534467, -2.1280669]","West Midlands, England, GB",52.534467,-2.1280669
2022-04-20,Asian Lady Beetle,64.0,[],Harmonia axyridis,"[-1.4671170043, 55.0146652979]",True,2,0,"[55.0146652979, -1.4671170043]","Office Buildings, North Shields, England, GB",55.0146652979,-1.4671170043
2022-04-20,Harlekin-Marienkäfer,10.0,[],Harmonia axyridis,"[-3.0288663413, 53.8792982139]",False,2,0,"[53.8792982139, -3.0288663413]","Stockdove Wood, Cleveleys, Thornton-Cleveleys FY5 2JP, UK",53.8792982139,-3.0288663413
2022-04-20,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.2371611111, 52.0258305556]",True,4,0,"[52.0258305556, 0.2371611111]","Saffron Walden, UK",52.0258305556,0.2371611111
2022-04-20,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-0.0410271529, 51.4128408535]",True,3,0,"[51.4128408535, -0.0410271529]","Cator Park, Beckenham, England, GB",51.4128408535,-0.0410271529
2022-04-20,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-0.0402282737, 51.4131155704]",True,3,0,"[51.4131155704, -0.0402282737]","Cator Park, London, England, GB",51.4131155704,-0.0402282737
2022-04-19,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.30067, 51.4338033333]",True,3,0,"[51.4338033333, -0.30067]","Ham Common Woods, Richmond, England, GB",51.4338033333,-0.30067
2022-04-19,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.3216633333, 51.4339033333]",True,2,0,"[51.4339033333, -0.3216633333]","Richmond upon Thames, Richmond, England, GB",51.4339033333,-0.3216633333
2022-04-19,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.3216633333, 51.4339033333]",True,2,0,"[51.4339033333, -0.3216633333]","Richmond upon Thames, Richmond, England, GB",51.4339033333,-0.3216633333
2022-04-19,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.3214466667, 51.4337633333]",True,2,0,"[51.4337633333, -0.3214466667]","Richmond upon Thames, Richmond, England, GB",51.4337633333,-0.3214466667
2022-04-18,Asian Lady Beetle,82.0,[],Harmonia axyridis,"[-0.886925315, 52.2718228341]",False,1,0,"[52.2718228341, -0.886925315]","Northampton, UK",52.2718228341,-0.886925315
2022-04-18,Asian Lady Beetle,67.0,[],Harmonia axyridis,"[-0.8864289333, 52.2716720778]",False,2,0,"[52.2716720778, -0.8864289333]","Northampton, UK",52.2716720778,-0.8864289333
2022-04-19,Asian Lady Beetle,,[],Harmonia axyridis,"[1.256206, 52.6067504]",False,3,0,"[52.6067504, 1.256206]","Greenways, Eaton, Norwich NR4 6HE, UK",52.6067504,1.256206
2022-04-19,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.8600127587, 52.4056183605]",False,3,0,"[52.4056183605, -1.8600127587]","England, GB",52.4056183605,-1.8600127587
2022-04-17,Asian Lady Beetle,446.0,[],Harmonia axyridis,"[-1.1068846285, 52.5996959507]",True,2,0,"[52.5996959507, -1.1068846285]",Knighton Park,52.5996959507,-1.1068846285
2022-04-19,Harlekin-Marienkäfer,14.0,[],Harmonia axyridis,"[-0.0426528333, 51.4519216667]",True,3,0,"[51.4519216667, -0.0426528333]","Grierson Road, London, England, GB",51.4519216667,-0.0426528333
2022-04-19,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-0.1783266664, 51.4962286322]",True,2,0,"[51.4962286322, -0.1783266664]","South Kensington, London, UK",51.4962286322,-0.1783266664
2022-04-10,Asian Lady Beetle,49.0,[],Harmonia axyridis,"[-1.1532385647, 52.7508915248]",False,4,0,"[52.7508915248, -1.1532385647]","Barrow upon Soar, Loughborough LE12 8QF, UK",52.7508915248,-1.1532385647
2022-04-19,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.1566593997, 52.6393738]",False,2,0,"[52.6393738, -1.1566593997]","Ruby Street, Leicester LE3 9GE, UK",52.6393738,-1.1566593997
2022-04-19,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.1566978, 52.6393394997]",False,3,0,"[52.6393394997, -1.1566978]","Ruby Street, Leicester LE3 9GE, UK",52.6393394997,-1.1566978
2022-04-19,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.1565906997, 52.6393811]",False,2,0,"[52.6393811, -1.1565906997]","Ruby Street, Leicester LE3 9GE, UK",52.6393811,-1.1565906997
2022-04-19,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.5549702315, 54.5188645689]",True,2,0,"[54.5188645689, -1.5549702315]","Peverell Walk, Darlington, England, GB",54.5188645689,-1.5549702315
2022-04-19,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-1.5754920244, 54.952313105]",False,1,0,"[54.952313105, -1.5754920244]","Felling, Gateshead, Yhdistynyt kuningaskunta",54.952313105,-1.5754920244
2022-04-16,Harlekin-Marienkäfer,63.0,[],Harmonia axyridis,"[-1.2616990507, 52.3725937548]",False,2,0,"[52.3725937548, -1.2616990507]","Rugby CV21 3EA, UK",52.3725937548,-1.2616990507
2022-04-19,Asian Lady Beetle,41.0,[],Harmonia axyridis,"[1.1518310755, 51.9851834673]",True,1,0,"[51.9851834673, 1.1518310755]","Holbrook, Ipswich IP9, UK",51.9851834673,1.1518310755
2022-04-19,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[0.0909279076, 51.4551347624]",,2,0,"[51.4551347624, 0.0909279076]","A2, Sidcup, England, GB",51.4551347624,0.0909279076
2022-04-19,Harlekin-Marienkäfer,25876.0,[],Harmonia axyridis,"[-0.1925752973, 53.501867028]",False,2,0,"[53.501867028, -0.1925752973]","England, GB",53.501867028,-0.1925752973
2022-04-18,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-0.1672283333, 51.5533833333]",True,5,0,"[51.5533833333, -0.1672283333]","The Royal Free Hospital, London, England, GB",51.5533833333,-0.1672283333
2022-04-17,Harlekin-Marienkäfer,509.0,[],Harmonia axyridis,"[-1.6520965844, 53.9189100432]",False,2,0,"[53.9189100432, -1.6520965844]","park farm woods, Leathley",53.9189100432,-1.6520965844
2022-04-19,Asian Lady Beetle,1203.0,[],Harmonia axyridis,"[1.686798563, 52.7191012263]",,2,0,"[52.7191012263, 1.686798563]","Norfolk Coast Partnership, Great Yarmouth, England, GB",52.7191012263,1.686798563
2022-04-14,Harlekin-Marienkäfer,15.0,[],Harmonia axyridis,"[-5.2675731853, 50.1054848004]",False,3,0,"[50.1054848004, -5.2675731853]","Winns Row, Helston TR13 8QN, UK",50.1054848004,-5.2675731853
2022-04-18,Harlekin-Marienkäfer,16.0,[],Harmonia axyridis,"[0.0907030505, 51.4550313853]",,2,0,"[51.4550313853, 0.0907030505]","Bexley, England, GB",51.4550313853,0.0907030505
2022-04-18,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.0187166667, 51.4910777778]",True,2,0,"[51.4910777778, -0.0187166667]","Isle of Dogs, London E14, UK",51.4910777778,-0.0187166667
2022-04-18,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-2.74610506, 50.74284764]",False,1,0,"[50.74284764, -2.74610506]","Bradpole, Bridport DT6, UK",50.74284764,-2.74610506
2022-04-18,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-2.74604625, 50.74288857]",False,1,0,"[50.74288857, -2.74604625]","Bradpole, Bridport DT6, UK",50.74288857,-2.74604625
2022-04-18,Asian Lady Beetle,614.0,[],Harmonia axyridis,"[-2.5213361531, 51.9778165123]",False,2,0,"[51.9778165123, -2.5213361531]","Park View, Lyne Down, Ledbury HR8 2NT, UK",51.9778165123,-2.5213361531
2021-11-14,Asian Lady Beetle,1133.0,[],Harmonia axyridis,"[-1.3071588054, 52.0705705851]",False,1,0,"[52.0705705851, -1.3071588054]",OX17 2BL,52.0705705851,-1.3071588054
2022-04-18,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[-2.8817575891, 53.4133292885]",True,2,0,"[53.4133292885, -2.8817575891]","Broadgreen, Liverpool L14, UK",53.4133292885,-2.8817575891
2022-04-18,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[-2.8817629535, 53.4133324859]",False,1,0,"[53.4133324859, -2.8817629535]","Broadgreen, Liverpool L14, UK",53.4133324859,-2.8817629535
2022-04-18,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[-2.8817414959, 53.4133340846]",False,1,0,"[53.4133340846, -2.8817414959]","Broadgreen, Liverpool L14, UK",53.4133340846,-2.8817414959
2022-04-18,Harlekin-Marienkäfer,8.0,[],Harmonia axyridis,"[-1.492097546, 53.3739007226]",False,1,0,"[53.3739007226, -1.492097546]","Oak Lodge, Sheffield, England, GB",53.3739007226,-1.492097546
2022-04-18,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.8877777778, 52.4430555556]",False,1,0,"[52.4430555556, -1.8877777778]","Birmingham B13, UK",52.4430555556,-1.8877777778
2022-02-16,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-4.0554945, 52.4066783333]",True,1,0,"[52.4066783333, -4.0554945]","Brynrheidol Estate, Aberystwyth, Wales, GB",52.4066783333,-4.0554945
2022-04-18,Asian Lady Beetle,719.0,[],Harmonia axyridis,"[-1.4673521539, 55.0143376378]",False,3,0,"[55.0143376378, -1.4673521539]","Regent Ter, North Shields, England, GB",55.0143376378,-1.4673521539
2022-04-18,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-0.0523819495, 51.4074552292]",True,1,0,"[51.4074552292, -0.0523819495]","Ravenscroft Road, Beckenham, England, GB",51.4074552292,-0.0523819495
2022-04-18,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-1.4736472368, 54.9971656799]",True,1,0,"[54.9971656799, -1.4736472368]",Tyne and Wear,54.9971656799,-1.4736472368
2022-04-02,Asian Lady Beetle,157.0,[],Harmonia axyridis,"[-1.6727261245, 53.2892476281]",False,4,1,"[53.2892476281, -1.6727261245]",YHA Eyam,53.2892476281,-1.6727261245
2022-04-13,Harmonia axyridis,1.0,[],Harmonia axyridis,"[-2.90111987, 53.4185227007]",True,1,0,"[53.4185227007, -2.90111987]","Springfield Park, East Prescot Road, Liverpool, Merseyside, UK",53.4185227007,-2.90111987
2022-04-18,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.1416564, 52.6347603997]",False,1,0,"[52.6347603997, -1.1416564]","St Nicholas Circle (Stand FA), Leicester LE1 4LB, UK",52.6347603997,-1.1416564
2022-04-17,Harlekin-Marienkäfer,15.0,[],Harmonia axyridis,"[-0.4135, 53.7877916667]",,2,0,"[53.7877916667, -0.4135]","Queen's Way, Cottingham, England, GB",53.7877916667,-0.4135
2022-04-17,Asian Lady Beetle,45.0,[],Harmonia axyridis,"[-2.0534732548, 51.8825034771]",False,2,0,"[51.8825034771, -2.0534732548]","Horsefair St, Cheltenham, England, GB",51.8825034771,-2.0534732548
2022-04-17,Asian Lady Beetle,31.0,[],Harmonia axyridis,"[0.115313938, 52.2064506052]",True,1,0,"[52.2064506052, 0.115313938]","Trinity College, Cambridge, England, GB",52.2064506052,0.115313938
2022-04-17,Asian Lady Beetle,24.0,[],Harmonia axyridis,"[-1.5643163513, 54.8716728894]",False,2,0,"[54.8716728894, -1.5643163513]","Picktree Lane, Washington, England, GB",54.8716728894,-1.5643163513
2022-01-16,Asian Lady Beetle,25844.0,[],Harmonia axyridis,"[-1.9481695862, 53.6223820222]",True,1,0,"[53.6223820222, -1.9481695862]","West Yorkshire, England, GB",53.6223820222,-1.9481695862
2022-04-17,Asian Lady Beetle,161.0,[],Harmonia axyridis,"[-1.5249068606, 52.895300907]",True,3,0,"[52.895300907, -1.5249068606]","Heatherton Village, Littleover, Derby DE23, UK",52.895300907,-1.5249068606
2022-04-16,Asian Lady Beetle,,[],Harmonia axyridis,"[-3.5811111111, 53.2894444444]",True,2,0,"[53.2894444444, -3.5811111111]","Maes Canol, Abergele LL22, UK",53.2894444444,-3.5811111111
2022-04-17,Asian Lady Beetle,45.0,[],Harmonia axyridis,"[-2.0534732548, 51.8825034771]",False,2,0,"[51.8825034771, -2.0534732548]","Horsefair St, Cheltenham, England, GB",51.8825034771,-2.0534732548
2022-04-17,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.4608283333, 55.0166166667]",True,1,0,"[55.0166166667, -1.4608283333]","Preston Cemetery & Tynemouth Crematorium, North Shields, England, GB",55.0166166667,-1.4608283333
2022-04-17,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.4609133333, 55.01659445]",True,1,0,"[55.01659445, -1.4609133333]","Preston Cemetery & Tynemouth Crematorium, North Shields, England, GB",55.01659445,-1.4609133333
2022-04-17,Asian Lady Beetle,48.0,[],Harmonia axyridis,"[-1.4614633333, 55.0155333333]",True,1,0,"[55.0155333333, -1.4614633333]","Holly Road, North Shields, England, GB",55.0155333333,-1.4614633333
2022-04-17,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-4.055325, 52.4067416667]",True,1,0,"[52.4067416667, -4.055325]","Brynrheidol Estate, Aberystwyth, Wales, GB",52.4067416667,-4.055325
2022-04-17,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-3.0959091516, 51.6057618346]",False,4,1,"[51.6057618346, -3.0959091516]","Risca, Newport, UK",51.6057618346,-3.0959091516
